ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,preparacao_bruta,otimo,regular,ruim,total_respostas,isc_linha
B,2026-07-29,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,8.0,4.0,0.0,12.0,8.333333333333334
P1,2026-07-29,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,6.0,0.0,0.0,6.0,10.0
B,2026-07-29,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,0.0,1.0,3.0,4.0,2.0
P1,2026-07-30,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,12.0,2.0,0.0,14.0,9.285714285714286
B,2026-07-30,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,8.0,0.0,0.0,8.0,10.0
P1,2026-07-30,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,12.0,1.0,0.0,13.0,9.615384615384615
B,2026-07-30,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,11.0,1.0,0.0,12.0,9.583333333333334
P1,2026-07-30,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,2.0,0.0,0.0,2.0,10.0
B,2026-07-30,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,0.0,0.0,0.0,0.0,
P1,2026-07-31,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,3.0,1.0,0.0,4.0,8.75
B,2026-07-31,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,7.0,2.0,1.0,10.0,8.1
P1,2026-07-31,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,10.0,1.0,0.0,11.0,9.545454545454545
B,2026-07-31,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,18.0,1.0,0.0,19.0,9.736842105263158
P1,2026-07-31,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,1.0,0.0,0.0,1.0,10.0
B,2026-07-31,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,2.0,0.0,0.0,2.0,10.0
P1,2026-08-03,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,11.0,1.0,0.0,12.0,9.583333333333334
B,2026-08-03,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,4.0,2.0,0.0,6.0,8.333333333333334
P1,2026-08-03,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,11.0,1.0,0.0,12.0,9.583333333333334
B,2026-08-03,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,4.0,1.0,0.0,5.0,9.0
P1,2026-08-03,Jantar,203.0,VEG,Rocambole de Grão de Bico,Rocambole de Grão de Bico,0.0,1.0,0.0,1.0,5.0
B,2026-08-03,Jantar,203.0,VEG,Rocambole de Grão de Bico,Rocambole de Grão de Bico,0.0,0.0,0.0,0.0,
P1,2026-08-04,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,2.0,2.0,2.0,6.0,5.333333333333333
B,2026-08-04,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,12.0,1.0,0.0,13.0,9.615384615384615
P1,2026-08-04,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,5.0,1.0,1.0,7.0,8.0
B,2026-08-04,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,13.0,2.0,2.0,17.0,8.352941176470589
P1,2026-08-04,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,1.0,1.0,0.0,2.0,7.5
B,2026-08-04,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,2.0,0.0,0.0,2.0,10.0
P1,2026-08-05,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,14.0,1.0,0.0,15.0,9.666666666666666
B,2026-08-05,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,8.0,1.0,0.0,9.0,9.444444444444445
P1,2026-08-05,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,17.0,2.0,0.0,19.0,9.473684210526315
B,2026-08-05,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,9.0,0.0,0.0,9.0,10.0
P1,2026-08-05,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,0.0,1.0,0.0,1.0,5.0
B,2026-08-05,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,0.0,1.0,0.0,1.0,5.0
P1,2026-08-06,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,10.0,0.0,0.0,10.0,10.0
B,2026-08-06,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,23.0,0.0,1.0,24.0,9.625
P1,2026-08-06,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,5.0,1.0,0.0,6.0,9.166666666666666
B,2026-08-06,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,8.0,2.0,1.0,11.0,8.272727272727273
P1,2026-08-06,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,2.0,0.0,0.0,2.0,10.0
B,2026-08-06,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,9.0,0.0,0.0,9.0,10.0
P1,2026-08-07,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,4.0,0.0,0.0,4.0,10.0
B,2026-08-07,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,9.0,2.0,2.0,13.0,7.846153846153846
P1,2026-08-07,Jantar,127.0,PV,Lasanha de Calabresa,Lasanha de Calabresa,4.0,3.0,2.0,9.0,6.333333333333333
B,2026-08-07,Jantar,127.0,PV,Lasanha de Calabresa,Lasanha de Calabresa,21.0,0.0,1.0,22.0,9.590909090909092
P1,2026-08-07,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,2.0,1.0,0.0,3.0,8.333333333333334
B,2026-08-07,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,5.0,0.0,0.0,5.0,10.0
P1,2026-08-10,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,26.0,12.0,6.0,44.0,7.409090909090909
B,2026-08-10,Jantar,68.0,PB,Isca de Frango Acebolado,Isca de Frango Acebolado,28.0,5.0,0.0,33.0,9.242424242424242
P1,2026-08-10,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,45.0,8.0,0.0,53.0,9.245283018867925
B,2026-08-10,Jantar,129.0,PV,Paçoca de Carne,Paçoca de Carne,45.0,9.0,3.0,57.0,8.736842105263158
P1,2026-08-10,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,8.0,2.0,3.0,13.0,7.153846153846154
B,2026-08-10,Jantar,213.0,VEG,Yakissoba Vegetariano,Yakissoba Vegetariano,6.0,5.0,0.0,11.0,7.7272727272727275
P1,2026-08-11,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,18.0,14.0,10.0,42.0,6.190476190476191
B,2026-08-11,Jantar,83.0,PB,Sobrecoxa Crocante,Sobrecoxa Crocante,31.0,2.0,0.0,33.0,9.696969696969697
P1,2026-08-11,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,44.0,16.0,18.0,78.0,6.897435897435898
B,2026-08-11,Jantar,126.0,PV,Jardineira de Carne Moída,Jardineira de Carne Moída,52.0,11.0,2.0,65.0,8.876923076923077
P1,2026-08-11,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,13.0,3.0,2.0,18.0,8.166666666666666
B,2026-08-11,Jantar,208.0,VEG,Soja à Bolonhesa,Soja à Bolonhesa,8.0,1.0,1.0,10.0,8.6
P1,2026-08-12,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,36.0,5.0,0.0,41.0,9.390243902439025
B,2026-08-12,Jantar,57.0,PB,Cubos de Frango ao M. de Legumes,Cubos de Frango ao M. de Legumes,37.0,8.0,3.0,48.0,8.604166666666666
P1,2026-08-12,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,48.0,2.0,1.0,51.0,9.627450980392156
B,2026-08-12,Jantar,118.0,PV,Estrogonofe de Carne,Estrogonofe de Carne,68.0,12.0,4.0,84.0,8.857142857142858
P1,2026-08-12,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,2.0,2.0,3.0,7.0,4.714285714285714
B,2026-08-12,Jantar,172.0,VEG,Almôndegas de Lentilha,Almôndegas de Lentilha,9.0,3.0,2.0,14.0,7.642857142857143
P1,2026-08-13,Jantar,76.0,PB,Peixe Assado,Peixe Assado,52.0,6.0,3.0,61.0,9.065573770491802
B,2026-08-13,Jantar,76.0,PB,Peixe Assado,Peixe Assado,62.0,8.0,7.0,77.0,8.662337662337663
P1,2026-08-13,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,32.0,5.0,0.0,37.0,9.324324324324325
B,2026-08-13,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,57.0,7.0,7.0,71.0,8.619718309859154
P1,2026-08-13,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,17.0,4.0,0.0,21.0,9.047619047619047
B,2026-08-13,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,34.0,2.0,0.0,36.0,9.722222222222221
P1,2026-08-14,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,51.0,8.0,0.0,59.0,9.322033898305085
B,2026-08-14,Jantar,63.0,PB,Escondidinho de Frango,Escondidinho de Frango,98.0,10.0,1.0,109.0,9.458715596330276
P1,2026-08-14,Jantar,134.0,PV,Suíno ao Molho Barbecue,Suíno ao Molho Barbecue,24.0,0.0,0.0,24.0,10.0
B,2026-08-14,Jantar,134.0,PV,Suíno ao Molho Barbecue,Suíno ao Molho Barbecue,8.0,1.0,2.0,11.0,7.909090909090909
P1,2026-08-14,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,2.0,1.0,3.0,6.0,4.666666666666667
B,2026-08-14,Jantar,184.0,VEG,Escondidinho de Legumes,Escondidinho de Legumes,4.0,0.0,3.0,7.0,6.142857142857143
P1,2026-08-17,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,,,,,
B,2026-08-17,Jantar,86.0,PB,Sobrecoxa Desossada ao M.Ervas,Sobrecoxa Desossada ao M.Ervas,36.0,4.0,3.0,43.0,8.906976744186046
P1,2026-08-17,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,,,,,
B,2026-08-17,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,31.0,4.0,8.0,43.0,7.8604651162790695
P1,2026-08-17,Jantar,180.0,VEG,Bolinho de Ervilha com Aveia,Bolinho de Ervilha com Aveia,,,,,
B,2026-08-17,Jantar,180.0,VEG,Bolinho de Ervilha com Aveia,Bolinho de Ervilha com Aveia,14.0,2.0,8.0,24.0,6.583333333333333
P1,2026-08-18,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,77.0,9.0,7.0,93.0,8.838709677419354
B,2026-08-18,Jantar,64.0,PB,Estrogonofe de Frango,Estrogonofe de Frango,78.0,8.0,2.0,88.0,9.340909090909092
P1,2026-08-18,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,45.0,4.0,5.0,54.0,8.796296296296296
B,2026-08-18,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,56.0,12.0,4.0,72.0,8.666666666666666
P1,2026-08-18,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,4.0,1.0,13.0,18.0,3.2222222222222223
B,2026-08-18,Jantar,192.0,VEG,Jardineira de Soja,Jardineira de Soja,8.0,1.0,2.0,11.0,7.909090909090909
P1,2026-08-19,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,30.0,2.0,0.0,32.0,9.6875
B,2026-08-19,Jantar,81.0,PB,Sobrecoxa Assada,Sobrecoxa Assada,26.0,9.0,1.0,36.0,8.5
P1,2026-08-19,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,75.0,3.0,2.0,80.0,9.5875
B,2026-08-19,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,84.0,8.0,0.0,92.0,9.565217391304348
P1,2026-08-19,Jantar,194.0,VEG,Lasanha de Batatas,Lasanha de Batatas,20.0,8.0,7.0,35.0,7.057142857142857
B,2026-08-19,Jantar,194.0,VEG,Lasanha de Batatas,Lasanha de Batatas,30.0,6.0,13.0,49.0,7.0
P1,2026-08-20,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,38.0,11.0,25.0,74.0,6.216216216216216
B,2026-08-20,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,49.0,7.0,6.0,62.0,8.564516129032258
P1,2026-08-20,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,71.0,6.0,4.0,81.0,9.185185185185185
B,2026-08-20,Jantar,106.0,PV,Cubo Suíno ao Molho Barbecue,Cubo Suíno ao Molho Barbecue,42.0,10.0,7.0,59.0,8.084745762711865
P1,2026-08-20,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,40.0,2.0,7.0,49.0,8.510204081632653
B,2026-08-20,Jantar,185.0,VEG,Escondidinho de Soja,Escondidinho de Soja,38.0,1.0,0.0,39.0,9.871794871794872
P1,2026-08-21,Jantar,58.0,PB,Cubos de Frango ao M. de Tomate,Cubos de Frango ao M. de Tomate,63.0,6.0,2.0,71.0,9.32394366197183
B,2026-08-21,Jantar,58.0,PB,Cubos de Frango ao M. de Tomate,Cubos de Frango ao M. de Tomate,61.0,10.0,8.0,79.0,8.455696202531646
P1,2026-08-21,Jantar,95.0,PV,Calabresa Acebolada,Calabresa Acebolada,36.0,8.0,5.0,49.0,8.26530612244898
B,2026-08-21,Jantar,95.0,PV,Calabresa Acebolada,Calabresa Acebolada,74.0,8.0,4.0,86.0,9.116279069767442
P1,2026-08-21,Jantar,179.0,VEG,Bolinha de grão de bico,Bolinha de grão de bico,15.0,4.0,3.0,22.0,7.863636363636363
B,2026-08-21,Jantar,179.0,VEG,Bolinha de grão de bico,Bolinha de grão de bico,2.0,1.0,1.0,4.0,6.5
P1,2026-08-24,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,76.0,22.0,19.0,117.0,7.598290598290598
B,2026-08-24,Jantar,67.0,PB,Fricassê de Frango,Fricassê de Frango,58.0,17.0,5.0,80.0,8.375
P1,2026-08-24,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,46.0,7.0,3.0,56.0,8.892857142857142
B,2026-08-24,Jantar,108.0,PV,Cubo suíno acebolado,Cubo suíno acebolado,39.0,10.0,8.0,57.0,7.859649122807017
P1,2026-08-24,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,7.0,0.0,6.0,13.0,5.846153846153846
B,2026-08-24,Jantar,205.0,VEG,Salpicão vegano,Salpicão vegano,9.0,10.0,8.0,27.0,5.481481481481482
P1,2026-08-25,Jantar,84.0,PB,Sobrecoxa Desossada,Sobrecoxa Desossada,48.0,6.0,8.0,62.0,8.35483870967742
B,2026-08-25,Jantar,84.0,PB,Sobrecoxa Desossada,Sobrecoxa Desossada,87.0,10.0,4.0,101.0,9.148514851485148
P1,2026-08-25,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,64.0,7.0,1.0,72.0,9.38888888888889
B,2026-08-25,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,49.0,3.0,2.0,54.0,9.38888888888889
P1,2026-08-25,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,18.0,2.0,6.0,26.0,7.538461538461538
B,2026-08-25,Jantar,190.0,VEG,Hambúrguer de Soja,Hambúrguer de Soja,7.0,2.0,3.0,12.0,6.916666666666667
P1,2026-08-26,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,33.0,11.0,2.0,46.0,8.41304347826087
B,2026-08-26,Jantar,52.0,PB,Cubos de Frango Acebolado,Cubos de Frango Acebolado,18.0,0.0,1.0,19.0,9.526315789473685
P1,2026-08-26,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,56.0,13.0,2.0,71.0,8.830985915492958
B,2026-08-26,Jantar,123.0,PV,Isca de Carne ao M. Tomate,Isca de Carne ao M. Tomate,78.0,10.0,8.0,96.0,8.729166666666666
P1,2026-08-26,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,29.0,1.0,1.0,31.0,9.548387096774194
B,2026-08-26,Jantar,199.0,VEG,Panqueca Vegana ao Molho Branco,Panqueca Vegana ao Molho Branco,41.0,7.0,0.0,48.0,9.270833333333334
P1,2026-08-27,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,72.0,12.0,2.0,86.0,9.093023255813954
B,2026-08-27,Jantar,79.0,PB,Peixe à Delícia,Peixe à Delícia,99.0,7.0,2.0,108.0,9.50925925925926
P1,2026-08-27,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,56.0,11.0,17.0,84.0,7.523809523809524
B,2026-08-27,Jantar,113.0,PV,Cubos de Carne ao M. Madeira,Cubos de Carne ao M. Madeira,58.0,10.0,10.0,78.0,8.205128205128204
P1,2026-08-27,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,11.0,0.0,1.0,12.0,9.25
B,2026-08-27,Jantar,210.0,VEG,Suflê de Legumes,Suflê de Legumes,10.0,1.0,1.0,12.0,8.833333333333334
P1,2026-08-28,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,4.0,3.0,2.0,9.0,6.333333333333333
B,2026-08-28,Jantar,53.0,PB,Cubos de Frango ao M. Escuro,Cubos de Frango ao M. Escuro,31.0,4.0,5.0,40.0,8.375
P1,2026-08-28,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,17.0,4.0,2.0,23.0,8.347826086956522
B,2026-08-28,Jantar,117.0,PV,Escondidinho de Carne,Escondidinho de Carne,118.0,10.0,8.0,136.0,9.102941176470589
P1,2026-08-28,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,,,,,
B,2026-08-28,Jantar,211.0,VEG,Torta de Legumes,Torta de Legumes,8.0,2.0,1.0,11.0,8.272727272727273
P1,2026-08-31,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,49.0,18.0,2.0,69.0,8.434782608695652
B,2026-08-31,Jantar,65.0,PB,Frango Xadrez,Frango Xadrez,39.0,8.0,5.0,52.0,8.365384615384615
P1,2026-08-31,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,52.0,8.0,4.0,64.0,8.8125
B,2026-08-31,Jantar,130.0,PV,Picadinho com Legumes,Picadinho com Legumes,32.0,10.0,4.0,46.0,8.130434782608695
P1,2026-08-31,Jantar,203.0,VEG,Rocambole de Grão de Bico,Rocambole de Grão de Bico,8.0,4.0,5.0,17.0,6.176470588235294
B,2026-08-31,Jantar,203.0,VEG,Rocambole de Grão de Bico,Rocambole de Grão de Bico,9.0,2.0,1.0,12.0,8.416666666666666
P1,2026-09-01,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,59.0,14.0,12.0,85.0,7.905882352941177
B,2026-09-01,Jantar,89.0,PB,Sobrecoxa ao M. de Legumes,Sobrecoxa ao M. de Legumes,23.0,8.0,6.0,37.0,7.45945945945946
P1,2026-09-01,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,,,,,
B,2026-09-01,Jantar,97.0,PV,Carne Moída Refogada,Carne Moída Refogada,49.0,12.0,1.0,62.0,8.887096774193548
P1,2026-09-01,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,35.0,8.0,16.0,59.0,6.88135593220339
B,2026-09-01,Jantar,177.0,VEG,Bobó de Legumes,Bobó de Legumes,5.0,4.0,1.0,10.0,7.1
P1,2026-09-02,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,,,,,
B,2026-09-02,Jantar,92.0,PB,Vatapá de Frango,Vatapá de Frango,,,,,
P1,2026-09-02,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,,,,,
B,2026-09-02,Jantar,121.0,PV,Isca de Carne Acebolada,Isca de Carne Acebolada,,,,,
P1,2026-09-02,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,,,,,
B,2026-09-02,Jantar,182.0,VEG,Bolo Salgado Vegano,Bolo Salgado Vegano,,,,,
P1,2026-09-03,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,,,,,
B,2026-09-03,Jantar,91.0,PB,Sobrecoxa com Gergelim,Sobrecoxa com Gergelim,,,,,
P1,2026-09-03,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,,,,,
B,2026-09-03,Jantar,132.0,PV,Suíno Acebolado,Suíno Acebolado,,,,,
P1,2026-09-03,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,,,,,
B,2026-09-03,Jantar,212.0,VEG,Vatapá Vegano,Vatapá Vegano,,,,,
P1,2026-09-04,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,,,,,
B,2026-09-04,Jantar,62.0,PB,Cubos de Frango à Chinesa,Cubos de Frango à Chinesa,,,,,
P1,2026-09-04,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,,,,,
B,2026-09-04,Jantar,136.0,PV,Torta de Calabresa,Torta de Calabresa,,,,,
P1,2026-09-04,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,,,,,
B,2026-09-04,Jantar,195.0,VEG,Lasanha de Brócolis,Lasanha de Brócolis,,,,,
B,2026-01-05,Café,,Especial,NAO_IDENTIFICADA,Café46027Especial,136.0,8.0,0.0,144.0,9.722222222
P2,2026-01-05,Café,,Especial,NAO_IDENTIFICADA,Café46027Especial,163.0,9.0,2.0,174.0,9.637931034
B,2026-01-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46027Especial Veg,136.0,1.0,0.0,137.0,9.963503649635037
P2,2026-01-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46027Especial Veg,163.0,0.0,0.0,163.0,10.0
B,2026-01-06,Café,,Especial,NAO_IDENTIFICADA,Café46028Especial,185.0,25.0,1.0,211.0,9.364928909952607
P2,2026-01-06,Café,,Especial,NAO_IDENTIFICADA,Café46028Especial,197.0,32.0,3.0,232.0,9.193965517241379
B,2026-01-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46028Especial Veg,185.0,0.0,0.0,185.0,10.0
P2,2026-01-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46028Especial Veg,197.0,4.0,0.0,201.0,9.900497512437811
B,2026-01-07,Café,,Especial,NAO_IDENTIFICADA,Café46029Especial,168.0,8.0,0.0,176.0,9.772727272727273
P2,2026-01-07,Café,,Especial,NAO_IDENTIFICADA,Café46029Especial,205.0,22.0,3.0,230.0,9.404347826086957
B,2026-01-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46029Especial Veg,168.0,0.0,0.0,168.0,10.0
P2,2026-01-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46029Especial Veg,205.0,1.0,0.0,206.0,9.975728155339805
B,2026-01-08,Café,,Especial,NAO_IDENTIFICADA,Café46030Especial,169.0,17.0,2.0,188.0,9.452127659574469
P2,2026-01-08,Café,,Especial,NAO_IDENTIFICADA,Café46030Especial,209.0,10.0,7.0,226.0,9.5
B,2026-01-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46030Especial Veg,169.0,0.0,0.0,169.0,10.0
P2,2026-01-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46030Especial Veg,209.0,2.0,0.0,211.0,9.95260663507109
B,2026-01-09,Café,,Especial,NAO_IDENTIFICADA,Café46031Especial,202.0,,,,10.0
P2,2026-01-09,Café,,Especial,NAO_IDENTIFICADA,Café46031Especial,186.0,27.0,1.0,214.0,9.327102803738319
B,2026-01-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46031Especial Veg,202.0,,,,10.0
P2,2026-01-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46031Especial Veg,186.0,3.0,0.0,189.0,9.920634920634921
B,2026-01-12,Café,,Especial,NAO_IDENTIFICADA,Café46034Especial,132.0,7.0,2.0,141.0,9.624113475177305
P2,2026-01-12,Café,,Especial,NAO_IDENTIFICADA,Café46034Especial,179.0,10.0,1.0,190.0,9.689473684210526
B,2026-01-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46034Especial Veg,132.0,1.0,1.0,134.0,9.895522388059701
P2,2026-01-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46034Especial Veg,179.0,2.0,0.0,181.0,9.94475138121547
B,2026-01-13,Café,,Especial,NAO_IDENTIFICADA,Café46035Especial,222.0,15.0,2.0,239.0,9.610878661087867
P2,2026-01-13,Café,,Especial,NAO_IDENTIFICADA,Café46035Especial,181.0,63.0,0.0,244.0,8.709016393442623
B,2026-01-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46035Especial Veg,222.0,0.0,0.0,222.0,10.0
P2,2026-01-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46035Especial Veg,181.0,0.0,2.0,183.0,9.901639344262295
B,2026-01-14,Café,,Especial,NAO_IDENTIFICADA,Café46036Especial,226.0,18.0,1.0,245.0,9.595918367346938
P2,2026-01-14,Café,,Especial,NAO_IDENTIFICADA,Café46036Especial,193.0,26.0,4.0,223.0,9.25560538116592
B,2026-01-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46036Especial Veg,226.0,2.0,0.0,228.0,9.956140350877194
P2,2026-01-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46036Especial Veg,193.0,0.0,0.0,193.0,10.0
B,2026-01-15,Café,,Especial,NAO_IDENTIFICADA,Café46037Especial,206.0,5.0,1.0,212.0,9.839622641509434
P2,2026-01-15,Café,,Especial,NAO_IDENTIFICADA,Café46037Especial,170.0,24.0,3.0,197.0,9.253807106598984
B,2026-01-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46037Especial Veg,206.0,1.0,1.0,208.0,9.932692307692308
P2,2026-01-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46037Especial Veg,170.0,3.0,0.0,173.0,9.913294797687861
B,2026-01-16,Café,,Especial,NAO_IDENTIFICADA,Café46038Especial,207.0,32.0,0.0,239.0,9.330543933054393
P2,2026-01-16,Café,,Especial,NAO_IDENTIFICADA,Café46038Especial,189.0,72.0,0.0,261.0,8.620689655172415
B,2026-01-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46038Especial Veg,207.0,1.0,0.0,208.0,9.975961538461538
P2,2026-01-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46038Especial Veg,189.0,0.0,0.0,189.0,10.0
B,2026-01-19,Café,,Especial,NAO_IDENTIFICADA,Café46041Especial,133.0,4.0,0.0,137.0,9.854014598540147
P2,2026-01-19,Café,,Especial,NAO_IDENTIFICADA,Café46041Especial,180.0,11.0,0.0,191.0,9.712041884816754
